text,reply_to_message_id,mentioned
"Скорее всего , он сам и есть мошенник . Ак слишком свежий . 
Или шизофреник.",1452253,False
"Может у тебя паранойя? Человек одно сообщение написал, после этого пошел 100% в чат личный  рекламировать",1452253,False
У него все тут мошенники. Паранойя,1452250,False
"Ты с чего это взял то ? Тем что я сказал реально ?)) я даже контактов никаких не скидывал и не собираюсь . 
Поэтому отдыхай",1452248,False
+6287724222277 местный Индонез за 150к разблокирует имей на 2 или 3 месяца,1452132,False
А ты мошенник,1452247,False
Реально и не только колеса,1452241,False
моней мо,1452232,False
Есть. Пишите.,1452098,False
"вылетаю на бали из Казани через Москву 4 января, будет пару свободных часов в Москве в Шарике, прилечу на Бали 6 января.
могу в аэропорту забрать и привезти какие то документы и отдать вам",,False
Привет. Через кого можно визу сделать в Сингапур срочно ..?,,False
"Ребята, не упустите свой шанс!
Примите подарок от острова Богов-БАЛИ! 
Коренные жители острова! 
23 декабря был месяц! Шустрые и смышлёные! Приучены мамой к лотку,   еде и йоге! Просветлённые и осознанные! Станут Вашим талисманом и проходом в новую счастливую реальность!  Кол-во ограничено!!!",,False
"Всем привет, подскажите куда сходить на мастер-класс ювелирный, очень хочу сделать украшение, заранее спасибо🙏🏼",,False
"привет давно хотел посмотреть свою жизнь на матреце судьбы, если вы этим занимаетесь) свяжитесь со мной пожалуйста",1452223,False
"Всем привет, кто-то на днях летит из Москвы? Нужно передать небольшой подарок) за оплату",,False
"Всем привет, знает кто-то где в Убуде купить канекалон?",,False
"Sayan Point - Ubud
Бегите туда прямо сейчас, пока не был в месте где лучше встречать закат)",1452181,False
На токопедии брал.,1452197,False
"Чекнул у своих в турфирме. Правда твоя!!!
144 часа безвиз если транзит и есть билеты.
Только какую-то миграционную карту оформляют.",,False
"Еще атмосферное, но с очень классной веганской кухней Plant Bistro. Посмотрите фото в Google maps",1452181,False
"Безвиз для групповых поездок , для индивидуальных нет . 
До 144 часов транзита - виза не нужна , но опять же не на все города распространяется .",1452215,False
"У китайцев прямо сказано, что для русских на 72 часа виза не нужна. По крайней мере раньше так было.
 Плюс они вовсю обсуждали безвиз для русских. Но не знаю в итоге приняли или нет.
В августе еще по визе летали на неделю…",1452208,False
"Flock, Ibu Susu, Soul Kitchen, Sweet Orange, Chora, Melali, Reina Jungla (завтраки)",1452181,False
"Если менее 12 часов , то тут уже на усмотрение Пограничнка , по чату посмотрите , есть кейсы что выпускали с таким временем транзита , а есть кейсы что не выпускали . 
Поэтому тут вам точного ответа никто не даст , все понятно будет только в самом аэропорту .",1452209,False
Это по сути тоже виза,1452208,False
Да визу вам вклеят,1452209,False
"А если менее? 12 часов, тот же аэропорт. Выпустят? Я запутался господа😁",1452208,False
"Здравствуйте 🤝 
Не то что бы без визы , но если у вас транзит 24 часа и более , то вам вклеят транзитную наклейку , с которой вы сможете выйти в город !",1452176,False
"Дружище, нигде без визы из транзитной зоны тебя не выпустят если она требуется!!!
Более того, ряд стран даже в транзитную зону без визы в страну тебя не пустят.

Чего ругаетесь.",1452176,False
Спасибо),1452194,False
В очередь за хромосомами вставай,1452202,False
"Человек спрашивал, можно ли выйти в город, когда тебе дают 128 часов. Это и есть транзитная виза, которую получаешь на выход. Никаких других виз не нужно.  Полупокер ?Ты какого хера так разговариваешь?",,False
"Хай всем.

А где можно Dyson купить на Бали?",,False
Кто то знает можно передарить абонемент в зал в паркю?,,False
"Ну а че споришь то ? Я и говорю без визы никак , говорит я поставил транзит и визу и вышел )) полупокер",1452189,False
дают транзитную визу,1452186,False
без транзит визы?,1452187,False
выходил и не раз,1452186,False
Выходить без визы ? Нет конечно,1452184,False
@bali_nogti в Чангу 🫶,1452178,False
почему это нельзя?,1452177,False
"Привет всем) 
Подскажите пожалуйста классные кафе/ресторан в убуде.
Желательно не веганское, а то нам кафе clear не очень понравилось 😄",,False
Всем привет) подскажите пожалуйста если ли на Бали (желательно в Чангу) мастера маникюра которые работают с акрилом и длинными ногтями? Поделитесь пожалуйста контактами,,False
Без визы нет,1452176,False
"Подскажите без визы можно ли покидать транзитную зону в Китае (Гуанчжоу) ? На форуме сказано 128часов, но я не понял это с выходом в город или нет. Заранее благодарю",,False
Ок. 🙏,1452169,False
Ну в течении часа скинут данные адреса,1452168,False
"Уже обратились в поддержку, ждём ответа, а по факту у кого какой опыт?",1452155,False
Как максимально бюджетно доплыть до пениды и обратно?,,False
"Здравствуйте! @Angel92_1
Снова мошенники. Фотография моей дочери, аккаунт фейковый. Может предложить аренду или какие то другие услуги.",,False
Кто может помочь с наращиванием уголка ногтя на большом пальце? В Куте ?отель mamaka,,False
Что происходит? 😅 эта вера не отвечает никому в личке и тут что творит,,False
🙏,1452150,False
"В поддержку тинькофф напиши им, они вышлют адрес больницы",1452142,False
🙏🌹,1452145,False
"В страховке самой есть контакты, они потом сообщат в какую клинику Вам ехать.",1452142,False
Я тоже на Иджен бы съездила,1451704,False
"Привет, подскажите пожалуйста, куда обратиться по страховке Тинькофф поликлинику или больницу? 
Температура, тошнота, рвота.",,False
Есть,1451704,False
"Всем привет .
Буду на Бали 28го декабря , лечу из Европы , если вдруг что то надо привезти, лекарства, то что нет на Бали , могу с собой захватить.",,False
,,False
Будьте аккуратнее с человеком который ответил Вам.,1452129,False
"Всем привет! Есть ли кто летит на Бали 29го вечерним рейсом из Москвы в гуанчжоу?

я ищу компанию для прогулки по гуанчжоу на 8 часовую пересадку;) 

Вдруг найдётся второй пилот)",,False
Есим ставьте и всё,,False
https://ref.airalo.com/bqGh,1452132,False
"Привет!
Подскажите пожалуйста как разблокировать телефон купленный не в индонезии , чтобы работала сим карта?",,False
"Друзья, где заказываете икру на нг?",,False
хм,1452123,False
Пляжи уже не в моде?),1452125,False
Подскажите пожалуйста солярий в Чангу ?,,False
"Друзья, всем привет, где вы заказывали новогоднее меню?",,False
"Да я вижу) но будто блок, сообщения мои со знаком восклицательным и добавить не могу вас",1452121,False
"Анастасия, я написала вам)",1452119,False
Почему-то не могу вам написать в личку ),1452116,False
Всем привет! Едет кто нибудь в Чангу сегодня из Убуда? Можем пошерить такси,,False
"Добрый день, кто-нибудь проводит игру «Лила»? 

Если нет, может кто знает где поиграть в обычные настолки?",,False
Сколько можно вывозить лекарств с Бали? И сколько можно ввозить в РФ?,,False
"Подскажите может кто знает где можно купить наборы с пряничными домиками , которые нужно собирать",,False
Спасибо!,1452107,False
ITech Seminyak,1452100,False
Узнавайте в вашем консульстве. Это дела граждан. Не Индонезии,1452105,False
"Интересует свадьба для Украинцев🙏

Все нюансы про документы и сроки",1452102,False
"Девушки красотки, подскажите где купить что-то красивое из одежды на Новый год? Чтобы сексуально дорого богато😂и по новогоднему)
Чангу, Семиньяк",,False
Я тут в таком-же составе ☺️ Еду с йога инструктором моим другом Lawrence Jay на новогодний ретрит который он организует. Цена вопроса 900USD все включено из Убуда. 4 дня Пару мест вроде еще было.,1452089,False
Регистрация браков граждан РФ - в консульстве РФ в Джакарте,1452101,False
"Всем привет! Буду благодарна за ответ🙏

Как происходит свадьба в Индонезии?
Интересуют все нюансы: смена документов, документ о браке, как долго это делается?

Был у кого-то здесь опыт? ❤️",,False
"Салют! Кто знает, где можно поменять качественно экран у айфона, в районе Букита/Чангу?) (в Йода центре только с середины января коплектующие😐)",,False
Всем доброго дня! Кто может посоветовать хорошую управляющую компанию для вилл?,,False
🙏🏻,1452094,False
Есть,1452093,False
Падел на Бали есть?,,False
@pure_bali,1452089,False
Выучили уже),1452090,False
Учите английский со мной онлайн))),1452089,False
"Дайте совет пожалуйста, чем можно заняться на Новый год если на острове совсем одна .. 
в принципе не расстраивает что компании нет, но что делать непонятно 👀 
Может есть места куда можно уехать одной и насладиться видом и тд",,False
"Порадовать готов в Таиланде, а выступать будет на Бали. Всё правильно)",1452085,False
,,
,,False
"Привет!
Подскажите пожалуйста как разблокировать телефон купленный не в индонезии , чтобы работала сим карта?",1295352,False
,,False
Не отправляются Вам сообщения (,1452060,False
,,False
"Кто летит до нг Москва бали ? 4-5 кг, плачу дорого и срочно 🙌",,False
"Напишите, у Вас закрыты личные сообщения🙏",1450652,False
"Всем привет! Кто-нибудь летит из Бангкока на Бали, нужно передать лекарства для меня 🙏🏼🫶",,False
напиши в лс,1450454,False
,,False
"Добрый день! Посоветуйте, пожалуйста, водителя с авто)

Планируем поездку к водопадам из Чангу.",,False
Добрый день ! Ищу тренера для индивидуальных занятий по Пулу. Нахожусь  в Чангу. Пишите в личку.,,False
Напишите пожалуйста в лс!,1452009,False
"Друзья, всем привет!
Кто хочет с нами на вертолете полетать? Есть два места, 4 или 5 января. 2.790.000 с человека на полчаса. Подробности в лс",,False
"@R1CHEZ_CORPARATION
Прям сохраните в закрепе, наебщики, просили перевести деньги заранее, ну я ведь не глупый, после написали что могут доставить и без предоплаты, и через пол часа удалили переписку, много акаунтов писали и предлагали их",,False
Кто-нибудь знает большой магазин техники и всяких дополнительных аксессуаров на Бали?,,False
"Не симки, а ваши телефоны)",1451972,False
"Приветик, кто знает есть на острове диджейские классы? Либо индивидуально преподавателя готова взять",,False
"Не могу написать, ника нет",1452050,False
"Если можно , то да, в лс направить 🙏",1451992,False
"Всем привет. У кого заблокировалась симкарта на Бали, пишите мне, сделаем:)",,False
"Привет.
Сколько можно вывозить лекарств в РФ и сколько можно ввозить в РФ?",,False
@Sunrise_Ex,1452044,False
Кто обменивает рубли на рупий ?,,False
"Ребят, есть кто экспаты из USA 🇺🇸 и Canada 🇨🇦 кто здесь на долго и работает в финансовой, юридической сфере дистанционно? Или на State Gov, Provincial Gov, Federal jobs, etc… 
Хочу пообщаться как это у вас происходит? 🤗",,False
Поддерживаю вопрос),1452009,False
Где выступать будете и в какой федерации.,1452016,False
Спать больше и отдыхать,1452020,False
"кондей похолоднее включите. 
и меньше находитесь на солнце в середине дня
и поешьте русской еды=)
вставать лучше в 5-6 утра
прогулка пешком
утром больше кислорода=)",1452020,False
Думаю только онлайн получится позинг тренировать тут,1452016,False
"Всем привет! Кто летит из Росси на Бали, отпишитесь пожалуйста 🙏) нужно в табачке купить кое-что",,False
"Только один денек был, и то час может быть. А так погода прям классс !!!!",1451202,False
"Всем привет ☀️ , может кто подскажет на Бали аналог препарата достинекс?",,False
"Подскажите пожалуйста, а больницы и клиники на Бали работают 31,1?",,False
Спасибо 🙏,1451993,False
"Привет, где можно выгодно поменять корейские воны?",,False
"Добавьте пожалуйста меня в контакты, не могу ни ответить  ни позвонить вам.",1451974,False
А населению с Izin Khusus Senjata Api тоже нельзя?),1452010,False
Тоже самое было год назад когда приехал. Через пару недель должны взбодриться,1452020,False
"Это акклиматизация 🌿 плюс сходите на хорошую йогу, после которой полон сил и энергии, а не уставший 😄",1452020,False
"Благодарю, еще ни разу ничего там не заказывала. Попробую)",1452019,False
"Привет, полмесяца уже на бали, постоянная усталость, сплю до 11, нет сил даже на йогу. Может у кого такое было что делать?)",,False
На токопедии заказать можно,1452015,False
Нужен хороший мастер по кератиновому выпрямлению/долговременной укладке Чангу/керобокан или рядом,,False
"Всем привет, всех с Рождеством 🎄 

Возможно есть здесь кто-то из людей, кто преподает позинг для спортивных соревнований ? 
Я готовлюсь к категории фитнес модель и ищу на Бали человека, кто поможет с позированием ❤️",,False
"Может кто знает,где купить холсты для рисования и краски Нуса дуа ?",,False
"Всем привет.

Может кто-то подсказать, где можно купить карту для оплаты платных дорог? В Indamaret их больше не продают, а отделения банков Mandiri закрыты, где говорят, что они должны быть",,False
"Да я не про население. В том же тире, не увидел карабин автоматический под классику, только под пистолетный",1452010,False
"Ищу мастера по волосам в Чангу, стрижка на длинные волосы интересует ☺️",,False
"Ну тут ""эксперт"" скидывал закон, почитайте. Огнестрел населению нельзя.",1452008,False
"Добрый день! Увидела ваше сообщение, что вы летели через Гуанчжоу 

Можете пожалуйста поделиться информацией, как проходит пересадка? Можно ли куда-то выйти и нужно ли что-то дополнительно оформлять? 🙏",1451994,False
А как ?,1452007,False
нет,1452006,False
"Ну как я понял, правила как в тае, длинноствольные карабины у них под пистолетный патрон. Короткоствол у населения разрешён",1451962,False
А что за тусовка будет ?,1451992,False
Ребята всем привет😊Подскажите где можно взять в аренду кольцевую лампу?,,False
Подскажите где тут лучше брать авто ?,,False
Добрый день . Напишите в личку.,1451974,False
Кто тут обменивает с карты рубли на Налик рупий ?,,False
Здравствуйте,,False
"Привет. Скинь, плиз)",1451992,False
Я.,1451909,False
"Я вот этим пользуюсь , всегда прокатывает 

https://kupitrip.online/?marker=346765",1451989,False
"Есть тусовка на гили, с 31 по 2 
Могу в лс скинуть инфу",1451982,False
Т е они прям смотрят брони?😱,1451990,False
"Лучше брать реальные билеты, проверки участились",1451989,False
Всем привет! Скажите плиз как вы решаете вопрос с бронью билетов обратно при въезде в страну. Я слышала есть какой-то сервис. Подскажите плиз,,False
"Важно понимать задачу.
Могу подсказать по бизнесу и юриста порекомендовать.",1449786,False
"Здравствуйте, если есть риелторы . Напишите мне пожалуйста по аренде 🙏",,False
Здравствуйте! Очень ищу Honda vario или Yamaha fazzio на 1 месяц,,False
"Всем привет, кто и где будет отмечать Новый год? 
Есть какие-то идеи , локации интересные ?",,False
Всем привет! Подскажите безопасно ли сейчас подниматься на Агунг 🌋? И может кто-то знает хороших гидов?,,False
"Подскажите кто то устраивает вечеринку новогоднюю ? Было бы круто на территории отеля Где то. Девушка подавала объявление, но не отвечает",,False
"можно продлить срок действия Имея, 3 раза по 3 месяца, потом телефон превратится в тыкву",1451972,False
купить растаможеный смартфон,1451972,False
Спасибо большое !,1451792,False
"Добрый день) подскажите, есть на Бали русскоязычная няня?)",,False
На Бераве есть Christmas shop,1451951,False
"Всем привет!
Спустя 3 месяца после приезда симки перестали работать. Подскажите, пожалуйста, как сделать так, чтобы не обновлять их каждый раз? 

Может быть кто-то знает и делал уже)",,False
"Всем привет, у кого можно одолжить мужской пиджак большого размера, ориентировочно XL, за фрукты. Желательно Букит. На один день, для видео звонка.",,False
"перечитайте диалог, если остались вопросы)",1451968,False
Хватит изворачиваться это не делает вам чести,1451967,False
"вопрос был не про ""гражданских"", изначально, а в целом. В целом можно, если есть разрешение, кому и как разрешение дают - другой уже вопрос.",1451962,False
В Ace,1054282,False
Гражданским оружие запрещено (все это знают кто живет тут 😜) только газовое.,1451961,False
В  чем именно не прав?,1451959,False
Спасибо. Но вы не правы. Длиннопост мой удалили. Почитайте сами этот акт.,1451910,False
,,False
"Напишите, пожалуйста, у вас личка закрыта",1451799,False
Напишите мне лс,1451799,False
"Всем привет ☺️
Где в Чангу можно купить товары новогодние: 
Шапочки дед мороза, гирлянды? 🎄",,False
"Здравствуйте, ищем работника по выкладыванию плитки, санур,стена примерно 20 кв. Пишите в личку",,False
Обменники крипты тут есть?,,False
Благодарю,1451944,False
Работает,1451943,False
"Кто в Убуде, у вас электричество работает сейчас?",,False
"Всем привет!
Кто из Мск вылетает в ближайшие пару недель в любую часть острова? Нужно передать хрупкую небольшую посылку 
Напишите, пожалуйста, в лс",,False
"Вы по какой визе на Бали находитесь? Если по туристической, вы в курсе, что не можете заниматься предпринимательской деятельностью (продавать товары или оказывать услуги)?",1451907,False
"Всем привет! Кто знает, в обменниках примут юани?",,False
"Пока я тут была 2 недели, каждый день наливала воду, но теперь это делать некому",1451937,False
Напиши в личку,1451936,False
Наверно их стоит оттуда забрать( украсть) если кто-то готов взять себе,1451934,False
Её,,False
Привет! Чем помочь собакам?,1451932,False
"Одна породистая в еще пока что хорошем состоянии, второй нужна помощь врача",,False
"Всем привет. Есть ли тут спасатели собак/зоозащитники ?????или кто угодно кому хотел бы спасти двух собак сидящих ( всегда) в двух клетках на жаре , частенько без воды 😢",,False
"Погода шикарнейшая там, выбраться конечно можно 2 или 3 Лодки в день ходят",1037661,False
Вы нашли?,1010328,False
Здравствуйте! Вы нашли?,1037757,False
Здравствуйте! Вы нашли где можно купить?,1054282,False
Где можно купить новогодние украшения для дома?,,False
"Всем привет! Есть тут кто летит до нг Москва бали ? 4-5 кг, плачу дорого и срочно очень 🙌",,False
Спасибо!,1451903,False
Приветствую! Кто сегодня летит в Джакарту? Нужно кое-что передать,,False
"Лилиана, добрый день! Почему-то не могу написать вам в лс. Если еще есть места, напишите мне, пожалуйста, в личные сообщения. Расскажите об условиях) я бы хотела присоединиться ☺️",1450994,False
"Друзья, на пениде smartfren интернет работает?",,False
Ответила в лс,1451824,False
Я! 🙂,1451698,False
PERATURAN KEPOLISIAN NEGARA REPUBLIK INDONESIA NOMOR 1 TAHUN 2022,1451700,False
Ребята кто летел через Гуанчжоу?,,False
"Привет,да. Все нормально. Только заранее надо уточнить,точно ли она открыта и начала действовать",1451230,False
Кому то что цепануть из дьютика Сайгона? (Актуально примерно 15 минут 😂),,False
Lotus spa,1451902,False
"Всем привет! 
Кто-то знает классный, недорогой массаж в Чангу?",,False
"чтобы делать такие заявления, надо хотя бы поиском законов овладеть😐",1451893,False
"Ищу репетитора по русскому языку, убуд",,False
"Кто летел транзитом через аэропорт Пекина - Шоуду? 
Поделитесь мнением",,False
"Кому билет на нойза, продаю со скидкой, концерт завтра",,False
Ну если не помните то и не пишите ерунды.,1451890,False
"не помню уже, поищите в гугл",1451700,False
"Лабут БАРБЕР Бали, 🌴Бали чатик - @balichatik
🏖Чангу чатик - @cangguchat
📆Мероприятия - @eventsbali
🎉Тусовки - @bali_party
🏡Жильё - @balirental
🚘Авто - @baliauto
🛵Байки - @balibike
✈️Визы - @bali_visa
👨🏻‍💼Работа - @jobsbali
💰Бизнес клуб - @balibc
💵Инвестиции - @investbali
🚀Стартапы - @balistartups
🏗Строительство - @buildbali
👨🏻‍💻SEO-туса - @seobali
🕉Саморазвитие - @balisp
🧘🏼‍♀️Йога - @baliyoga
👩🏼‍⚕️Здоровье - @balihealth
💄Красота - @balibeauty
👗Дизайнеры - @designclothing
💆🏻‍♂️Массаж - @balimassag
💞Знакомства - @balidating
🤵🏻Мужской - @balimc
💃🏼Женский - @baliwomens
🧸Детский клуб - @balichildren
🥭Доставка фруктов - @balifruits
🍱Доставка еды - @balifood
🎥Фото и видео - @pvbali
🎲Игры - @baligames
🏄🏻‍♂️Серфинг - @balisurfer
🗺Туры - @toursbali
🛒Куплю/Продам - @balisale
💶Обмен денег - @balimoney
📦Посылки - @balipackage
⚙️Ремонт техники - @baliservice
🚕Попутчики - @baliontheway

↪️Делитесь ссылками с друзьями и знакомыми, проживающими на Бали, давайте развивать комьюнити вместе!😊

🌍 @ChatikWorld 💬",1451888,False
Ботя чаты,,False
Спасибо тогда ждем,1451878,False
Ночь + праздники. Ы лббомьслучае или дойдёт или вернется платеж,1451875,False
Дойдет,1451875,False
"Тоже ищу, хотим украсить виллу, будем признательны за помощь)
Хочется новогодней атмосферы",1451863,False
И как быть по итогу ? Денег нету ни у меня не у человека 🥲,1451867,False
Нужен паспорт и виза отдельно,1451850,False
+6281339202571 whatsapp,1451853,False
Ребята привет! Кто-нибудь знает как на Лембонган купить билет онлайн?,,False
Вроде для ребёнка виза тоже нужна и отдельный паспорт,1451850,False
Бывает по ночам.,1451862,False
На подъезде к baked Berawa есть Кристмас шоп,1451863,False
"Ребят, где можно купить гирлянды всякие разные? (Роса, вертикальные подвесные) 🙏🙏",,False
"Привет всем , может у кого было такое с Перматой, вчера ночью около 2:15 перевод делала на OCBC bank , 50 млн рупии , очень долго грузилось во время перевода , по итогу смс о списании пришло, деньги с баланса списали ( и выдало ошибку … что было написано про BIFAST ) , ну а человеку естественно деньги не пришли 😭 Что, в таком случае делать ?!",,False
Благодарю 🙏🏼,1451856,False
"Gojek, grab, bluebird, indrive, maxim",1451853,False
"Здравствуйте! Подскажите, где такси недорогое заказать до сафари парка 😅",,False
"Подскажите, можно ли въехать ребенку в индонезию если он вписан в загранпаспорт родителя?",,False
Ответил вам в лс,1451846,False
Не могу написать. Выдает ошибку(,1451845,False
Благодарю,1451842,False
"Везде свои правила. Но обычно на шоппинг едут в куалу. Значит там всё норм с налогами. + там моллов и базаров на каждом углу. И айфоны там покупают, обычно и тд",1451840,False
"Понял, спасибо. А случайно не в курсе, Сингапур или куала лумпур, выехать на визаран и там получить!? У них тоже налоги!?",1451839,False
Гугл новые таможенные правила Индонезии. Дажебесдиьпрлпустят ващуьпосыдку то будет налог. Который может быть и 30-50проц от стоимости,1451829,False
Картой не рф,1451814,False
Если довереность для РФ то вам в консульство в Джакарту,1451758,False
"Здравствуйте! 

Ищем партнеров кто занимается арендой авто на территории Испании и не только. 

Если вы занимаетесь сдачей аренды авто, то напишите нам. 
Мы вам все расскажем.
С уважением",,False
"Уважаемые островитяне, а кто-то заказывал на Бали с Farfetch!? Какой опыт!?",,False
"Если оплатили изначально кредиткой, то есть шанс оспорить через chargeback/dispute",1451168,False
Всем здравствуйте ☺️ у кого есть контакты проверенных ренткаров?)),,False
"Как сейчас можно забронить AirBnB? Я пытаюсь оплатить, он говорит, что “бронирования недоступны для гостей из России”.",,False
"Всем привет! Кто подскажет где продлевать визу? 🐹
И где можно снять хороший гестхаус? Район любой",,False
Спасибо!,1451798,False
"если прошло более 45 дней, то можно сделать страховку в совкоме, там тоже есть пару моментов - пишите, подскажу",1451798,False
Спасибо,1451797,False
"Привет) 28 числа вылетаю на Бали из Москвы, на пару дней задержусь в Шанхае и к ~1 января буду на Бали, есть свободных 10 кг, если кому-то нужно что-то привезти - пишите",,False
до 45 дней после выезда из РФ -подойдет на базовые нужды,1451230,False
"Да, в КЛ самый дешёвый, можно полностью возвратный брать",1451796,False
"Всем привет 

Подскажите, пожалуйста, 
А билет обратный с Бали в любую страну может быть?",,False
"Добрый вечер! 
Может ли кто-то подсказать интересные локации/студии для съемки роликов?
В районе Куты или Улуваты
Очень нужно 🥺",,False
"Victor, теперь Вы можете перейти на новый ранг. Для того, чтобы это сделать, перейдите в бота.",1451792,False
"Да, тут нет никаких ограничений по году эмиссии. 7 лямов весьма приятный бонус к путешествию будет)",1451729,False
"Ребята, хелп))! У меня тут гипс на ноге нарисовался и соответственно все планы про вулканы, походы и тд полетели.🩻🦶

Помогите придумать, куда податься и чем заняться активному человеку с гипсом до колена:)) 

И если кто-то устраивает нетворкинг, офлайн встречи, то я уже вызываю такси:)) Я на Бали с семьей. У меня студия декора мероприятий, муж производит элитные окна для топовых строек Москвы. 

Напишите в личку;) надеюсь не удалят🙏",,False
"Привет! Кто хочет устроить женский завтрак, офлайн мероприятие, офлайн вебинар до 20 человек - обращайтесь в личные сообщения. Мы поможем с рекламой Вашего мероприятия, и организуем комфортные условия проведения. 
Все на бесплатной основе 👍",,False
Я продаю,1451621,False
Мажор теперь считай,1451729,False
"Можно визу по прибитию сделать, можно онлайн электронную визу сделать, также при пересадке можете сказать что делаете по прибитию",1451762,False
благодарю,,False
"За 1 день делали сами. Вот сайт 
С собой принесли распечатанную 
И так же билет с Бали тоже 

https://molina.imigrasi.go.id/",1451766,False
"Только в Джакарте, в посольстве делал",1451758,False
"вы заранее брали? если да, подскажите пожалуйста где",,False
Сейчас на Катар эйр спрашивали визу,1451762,False
Напишите,,False
"ребят, доброй ночи! подскажите пожалуйста, если лететь на бали с пересадкой, нужно ли заранее брать визу на бали или всё-таки уже на самом бали брать? не будут ли спрашивать при пересадке в сингапуре?",,False
"Ребят , доброй ночи) 
Кто нибудь знает норм нотариуса на Бали ? 
Нужно доверенность на продажу машины оформить ( точнее исправить ошибку)",,False
"Magic Lamp, по крайней мере там точно есть плов)",1451747,False
А из уже организованного есть ?),1451746,False
"За ваши деньги, вам тут хоть Финскую организуют)",1451744,False
На острове есть узбекская кухня ?,,False
"Меня один раз ночью тормознули, мозга делали по поводу обратного билета и тд, лучше заранее подготовься )",1451512,False
"Привет) девочки кто летит в начале февраля на Бали?
Ищу компанию 
Жилье попалам
Либо может кто то будет уже там и хочет принять соседку)))) буду рада познакомиться 
🥰",,False
"""Mama Rada
0877-9731-0108
https://maps.app.goo.gl/MfnMhL1ShK7zBFHg8?g_st=ic""",1451731,False
Что за мама рада?,1451712,False
"Всем привет! друзья отдали в районе 7 лям индонезийских рупий выпуска 2004,2005,2014,2015,номиналы одинаковые а банкноты разные, собираюсь в Индонезию они действительные  или нет подскажите ПЛЗ🙏🏻",,False
"@Angel92_1 Здравствуйте!
Острожно снова мошенники, фотография моей дочери, аккаунт фейковый. Может предложить аренду либо еще какие то услуги",,False
Сырники топовые в Two Moods,1451709,False
"А где это, есть локация?",1451718,False
"Исключительно на такси неудобно, лучше снять машину)) да, пробки бывают, но это комфортнее",1450893,False
Спасииибо!,1451332,False
Написал вам в личку,1451706,False
Сырники так вообще в каждом кафе уже,,False
Мест уже полно,1451709,False
"Если есть где готовить, можете заказать в мама рада",1451709,False
"Бали мама , uha",1451709,False
Word hummus Batu Bolong,1451709,False
"Ребят, а что по русской кухне в Чангу, есть заведения-любимчики?",,False
Мы с подругой 😄,1451704,False
"Я там недавно была, действительно хорошее место, новогоднее меню, пушка просто",1451703,False
"Есть кто на Яву бы поехал ? 
После НГ",,False
Добрый день все!! Сколько нужно долларов чтобы снять хорошую квартиру с отдельной комнатой на Бали?,,False
На закон можете со ссылкой сослаться?,1451227,False
"Привет, посоветуйте вег кафе в Чангу с доставкой",,False
Анастасия Сохарева забыла карту в аэропорту нет такой тут?,,False
Кто НА БАЛИ ПРАЗДНУЕТ НОВЫЙ ГОД?,,False
"Всем привет! Буду лететь с Украины на Бали, вылет 04.01, могу взять посылки/передачи, пишите в личку",,False
"Ребят, кто очень хорошо делает ногти на Бали?🆘🆘🆘🆘",,False
